"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","59868","TC-005.4: User checkout tanpa login barang dari Category page","Checkout - Guest Checkout","Wed Apr 15 22:52:32 UTC 2026","broken","Wed Apr 15 22:53:32 UTC 2026","","","",""
"","5210","TC-002.1: should register a new account with valid data","Authentication - Registration","Wed Apr 15 22:51:46 UTC 2026","passed","Wed Apr 15 22:51:51 UTC 2026","","","",""
"","6931","TC-005.1: Flow Add to cart tanpa login - Satu produk dari dashboard","Checkout - Guest Checkout","Wed Apr 15 22:52:13 UTC 2026","failed","Wed Apr 15 22:52:20 UTC 2026","","","",""
"","6200","TC-005.3: checkout multiple variant multiple produk dari dashboard","Checkout - Guest Checkout","Wed Apr 15 22:52:26 UTC 2026","failed","Wed Apr 15 22:52:32 UTC 2026","","","",""
"","5278","TC-001.3: should display toast error on invalid credentials","Authentication - Login","Wed Apr 15 22:51:07 UTC 2026","passed","Wed Apr 15 22:51:12 UTC 2026","","","",""
"","28438","TC-006.2: User memverifikasi bahwa order tervalidasi terekam ke database profile","Checkout - User/Logged In Checkout","Wed Apr 15 22:54:06 UTC 2026","failed","Wed Apr 15 22:54:35 UTC 2026","","","",""
"","29059","TC-003.1: should logout successfully","Authentication - Logout","Wed Apr 15 22:51:14 UTC 2026","passed","Wed Apr 15 22:51:43 UTC 2026","","","",""
"","7760","TC-008.1: User checkout menggunakan credit card dengan data valid","Checkout - Credit Card Payment","Wed Apr 15 22:51:55 UTC 2026","failed","Wed Apr 15 22:52:03 UTC 2026","","","",""
"","6694","TC-008.2: User checkout menggunakan credit card dengan data TIDAK valid","Checkout - Credit Card Payment","Wed Apr 15 22:52:03 UTC 2026","failed","Wed Apr 15 22:52:10 UTC 2026","","","",""
"","30569","TC-006.1: User (Login) checkout menggunakan email yang pre-filled di form","Checkout - User/Logged In Checkout","Wed Apr 15 22:53:36 UTC 2026","failed","Wed Apr 15 22:54:06 UTC 2026","","","",""
"","1487","TC-002.2: should display validation errors on invalid registration","Authentication - Registration","Wed Apr 15 22:51:51 UTC 2026","passed","Wed Apr 15 22:51:52 UTC 2026","","","",""
"","5236","TC-004.1: should verify forgot password flow and display error","Authentication - Forgot Password","Wed Apr 15 22:50:36 UTC 2026","passed","Wed Apr 15 22:50:42 UTC 2026","","","",""
"","3854","TC-007.1: User should search for a product successfully","Product Browsing & Search","Wed Apr 15 22:54:36 UTC 2026","passed","Wed Apr 15 22:54:40 UTC 2026","","","",""
"","19228","TC-001.1: should login with valid credentials","Authentication - Login","Wed Apr 15 22:50:43 UTC 2026","passed","Wed Apr 15 22:51:02 UTC 2026","","","",""
"","4484","TC-001.2: should display error message on invalid login","Authentication - Login","Wed Apr 15 22:51:02 UTC 2026","passed","Wed Apr 15 22:51:07 UTC 2026","","","",""
"","6247","TC-005.2: checkout multiple variant dari dashboard","Checkout - Guest Checkout","Wed Apr 15 22:52:20 UTC 2026","failed","Wed Apr 15 22:52:26 UTC 2026","","","",""
