"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3611","TC-007.1: User should search for a product successfully","Product Browsing & Search","Sun Apr 12 22:46:56 UTC 2026","passed","Sun Apr 12 22:47:00 UTC 2026","","","",""
"","5623","TC-004.1: should verify forgot password flow and display error","Authentication - Forgot Password","Sun Apr 12 22:42:43 UTC 2026","passed","Sun Apr 12 22:42:49 UTC 2026","","","",""
"","31150","TC-006.2: User memverifikasi bahwa order tervalidasi terekam ke database profile","Checkout - User/Logged In Checkout","Sun Apr 12 22:46:24 UTC 2026","failed","Sun Apr 12 22:46:55 UTC 2026","","","",""
"","5463","TC-002.1: should register a new account with valid data","Authentication - Registration","Sun Apr 12 22:43:57 UTC 2026","passed","Sun Apr 12 22:44:02 UTC 2026","","","",""
"","5356","TC-001.3: should display toast error on invalid credentials","Authentication - Login","Sun Apr 12 22:43:15 UTC 2026","passed","Sun Apr 12 22:43:21 UTC 2026","","","",""
"","60838","TC-005.4: User checkout tanpa login barang dari Category page","Checkout - Guest Checkout","Sun Apr 12 22:44:47 UTC 2026","broken","Sun Apr 12 22:45:48 UTC 2026","","","",""
"","7876","TC-008.1: User checkout menggunakan credit card dengan data valid","Checkout - Credit Card Payment","Sun Apr 12 22:44:08 UTC 2026","failed","Sun Apr 12 22:44:15 UTC 2026","","","",""
"","4207","TC-001.2: should display error message on invalid login","Authentication - Login","Sun Apr 12 22:43:11 UTC 2026","passed","Sun Apr 12 22:43:15 UTC 2026","","","",""
"","30400","TC-003.1: should logout successfully","Authentication - Logout","Sun Apr 12 22:43:22 UTC 2026","passed","Sun Apr 12 22:43:53 UTC 2026","","","",""
"","31775","TC-006.1: User (Login) checkout menggunakan email yang pre-filled di form","Checkout - User/Logged In Checkout","Sun Apr 12 22:45:52 UTC 2026","failed","Sun Apr 12 22:46:24 UTC 2026","","","",""
"","20367","TC-001.1: should login with valid credentials","Authentication - Login","Sun Apr 12 22:42:51 UTC 2026","passed","Sun Apr 12 22:43:11 UTC 2026","","","",""
"","1648","TC-002.2: should display validation errors on invalid registration","Authentication - Registration","Sun Apr 12 22:44:02 UTC 2026","passed","Sun Apr 12 22:44:04 UTC 2026","","","",""
"","6960","TC-008.2: User checkout menggunakan credit card dengan data TIDAK valid","Checkout - Credit Card Payment","Sun Apr 12 22:44:16 UTC 2026","failed","Sun Apr 12 22:44:23 UTC 2026","","","",""
"","6999","TC-005.1: Flow Add to cart tanpa login - Satu produk dari dashboard","Checkout - Guest Checkout","Sun Apr 12 22:44:27 UTC 2026","failed","Sun Apr 12 22:44:34 UTC 2026","","","",""
"","6294","TC-005.2: checkout multiple variant dari dashboard","Checkout - Guest Checkout","Sun Apr 12 22:44:34 UTC 2026","failed","Sun Apr 12 22:44:40 UTC 2026","","","",""
"","6353","TC-005.3: checkout multiple variant multiple produk dari dashboard","Checkout - Guest Checkout","Sun Apr 12 22:44:40 UTC 2026","failed","Sun Apr 12 22:44:47 UTC 2026","","","",""
