"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31097","TC-003.1: should logout successfully","Authentication - Logout","Sat Apr 25 22:46:54 UTC 2026","passed","Sat Apr 25 22:47:25 UTC 2026","","","",""
"","6487","TC-002.1: should register a new account with valid data","Authentication - Registration","Sat Apr 25 22:47:29 UTC 2026","passed","Sat Apr 25 22:47:35 UTC 2026","","","",""
"","4327","TC-001.2: should display error message on invalid login","Authentication - Login","Sat Apr 25 22:46:42 UTC 2026","passed","Sat Apr 25 22:46:47 UTC 2026","","","",""
"","5372","TC-001.3: should display toast error on invalid credentials","Authentication - Login","Sat Apr 25 22:46:47 UTC 2026","passed","Sat Apr 25 22:46:52 UTC 2026","","","",""
"","7054","TC-005.1: Flow Add to cart tanpa login - Satu produk dari dashboard","Checkout - Guest Checkout","Sat Apr 25 22:48:00 UTC 2026","failed","Sat Apr 25 22:48:07 UTC 2026","","","",""
"","60713","TC-005.4: User checkout tanpa login barang dari Category page","Checkout - Guest Checkout","Sat Apr 25 22:48:20 UTC 2026","broken","Sat Apr 25 22:49:21 UTC 2026","","","",""
"","31505","TC-006.1: User (Login) checkout menggunakan email yang pre-filled di form","Checkout - User/Logged In Checkout","Sat Apr 25 22:49:25 UTC 2026","failed","Sat Apr 25 22:49:56 UTC 2026","","","",""
"","6809","TC-008.2: User checkout menggunakan credit card dengan data TIDAK valid","Checkout - Credit Card Payment","Sat Apr 25 22:47:49 UTC 2026","failed","Sat Apr 25 22:47:56 UTC 2026","","","",""
"","29181","TC-006.2: User memverifikasi bahwa order tervalidasi terekam ke database profile","Checkout - User/Logged In Checkout","Sat Apr 25 22:49:56 UTC 2026","failed","Sat Apr 25 22:50:25 UTC 2026","","","",""
"","5954","TC-004.1: should verify forgot password flow and display error","Authentication - Forgot Password","Sat Apr 25 22:46:14 UTC 2026","passed","Sat Apr 25 22:46:20 UTC 2026","","","",""
"","1648","TC-002.2: should display validation errors on invalid registration","Authentication - Registration","Sat Apr 25 22:47:35 UTC 2026","passed","Sat Apr 25 22:47:37 UTC 2026","","","",""
"","21216","TC-001.1: should login with valid credentials","Authentication - Login","Sat Apr 25 22:46:21 UTC 2026","passed","Sat Apr 25 22:46:42 UTC 2026","","","",""
"","3641","TC-007.1: User should search for a product successfully","Product Browsing & Search","Sat Apr 25 22:50:27 UTC 2026","passed","Sat Apr 25 22:50:31 UTC 2026","","","",""
"","6270","TC-005.3: checkout multiple variant multiple produk dari dashboard","Checkout - Guest Checkout","Sat Apr 25 22:48:14 UTC 2026","failed","Sat Apr 25 22:48:20 UTC 2026","","","",""
"","6397","TC-005.2: checkout multiple variant dari dashboard","Checkout - Guest Checkout","Sat Apr 25 22:48:07 UTC 2026","failed","Sat Apr 25 22:48:13 UTC 2026","","","",""
"","8229","TC-008.1: User checkout menggunakan credit card dengan data valid","Checkout - Credit Card Payment","Sat Apr 25 22:47:41 UTC 2026","failed","Sat Apr 25 22:47:49 UTC 2026","","","",""
