"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","39819","TC-008.1: User checkout menggunakan credit card dengan data valid","Checkout - Credit Card Payment","Thu Mar 19 22:38:20 UTC 2026","passed","Thu Mar 19 22:39:00 UTC 2026","","","",""
"","27172","TC-005.1: Flow Add to cart tanpa login - Satu produk dari dashboard","Checkout - Guest Checkout","Thu Mar 19 22:39:47 UTC 2026","passed","Thu Mar 19 22:40:14 UTC 2026","","","",""
"","5359","TC-001.3: should display toast error on invalid credentials","Authentication - Login","Thu Mar 19 22:37:25 UTC 2026","passed","Thu Mar 19 22:37:31 UTC 2026","","","",""
"","42630","TC-008.2: User checkout menggunakan credit card dengan data TIDAK valid","Checkout - Credit Card Payment","Thu Mar 19 22:39:00 UTC 2026","passed","Thu Mar 19 22:39:43 UTC 2026","","","",""
"","4159","TC-001.2: should display error message on invalid login","Authentication - Login","Thu Mar 19 22:37:21 UTC 2026","passed","Thu Mar 19 22:37:25 UTC 2026","","","",""
"","7236","TC-002.1: should register a new account with valid data","Authentication - Registration","Thu Mar 19 22:38:08 UTC 2026","passed","Thu Mar 19 22:38:15 UTC 2026","","","",""
"","67532","TC-005.4: User checkout tanpa login barang dari Category page","Checkout - Guest Checkout","Thu Mar 19 22:41:40 UTC 2026","passed","Thu Mar 19 22:42:47 UTC 2026","","","",""
"","5233","TC-004.1: should verify forgot password flow and display error","Authentication - Forgot Password","Thu Mar 19 22:36:51 UTC 2026","passed","Thu Mar 19 22:36:56 UTC 2026","","","",""
"","64832","TC-006.1: User (Login) checkout menggunakan email yang pre-filled di form","Checkout - User/Logged In Checkout","Thu Mar 19 22:42:52 UTC 2026","passed","Thu Mar 19 22:43:56 UTC 2026","","","",""
"","31351","TC-003.1: should logout successfully","Authentication - Logout","Thu Mar 19 22:37:32 UTC 2026","passed","Thu Mar 19 22:38:03 UTC 2026","","","",""
"","1647","TC-002.2: should display validation errors on invalid registration","Authentication - Registration","Thu Mar 19 22:38:15 UTC 2026","passed","Thu Mar 19 22:38:17 UTC 2026","","","",""
"","23348","TC-001.1: should login with valid credentials","Authentication - Login","Thu Mar 19 22:36:58 UTC 2026","passed","Thu Mar 19 22:37:21 UTC 2026","","","",""
"","73590","TC-006.2: User memverifikasi bahwa order tervalidasi terekam ke database profile","Checkout - User/Logged In Checkout","Thu Mar 19 22:43:56 UTC 2026","passed","Thu Mar 19 22:45:10 UTC 2026","","","",""
"","3694","TC-007.1: User should search for a product successfully","Product Browsing & Search","Thu Mar 19 22:45:12 UTC 2026","passed","Thu Mar 19 22:45:15 UTC 2026","","","",""
"","33085","TC-005.2: checkout multiple variant dari dashboard","Checkout - Guest Checkout","Thu Mar 19 22:40:14 UTC 2026","passed","Thu Mar 19 22:40:47 UTC 2026","","","",""
"","52119","TC-005.3: checkout multiple variant multiple produk dari dashboard","Checkout - Guest Checkout","Thu Mar 19 22:40:48 UTC 2026","passed","Thu Mar 19 22:41:40 UTC 2026","","","",""
